project_slug,project_name,sale_period,sale_month_year,sale_year_month,sale_year,sale_month,street_name,district,market_segment,tenure,lease_start,floor_range,floor_low,floor_high,floor_area_sqft,psf_sgd,sale_price_sgd,source_site,source_file
whitehaven,WHITEHAVEN,February 2026,Feb2026,2026-02,2026,2,PASIR PANJANG ROAD,05,RCR,Freehold,,01-05,01,05,1001,1798,1800000,propertyforsale.com.sg,faf51c66-bda4-42fd-b65c-8be0bec3abd5.txt
whitehaven,WHITEHAVEN,November 2025,Nov2025,2025-11,2025,11,PASIR PANJANG ROAD,05,RCR,Freehold,,01-05,01,05,538,1913,1030000,propertyforsale.com.sg,faf51c66-bda4-42fd-b65c-8be0bec3abd5.txt
whitehaven,WHITEHAVEN,August 2025,Aug2025,2025-08,2025,8,PASIR PANJANG ROAD,05,RCR,Freehold,,01-05,01,05,1550,1064,1650000,propertyforsale.com.sg,faf51c66-bda4-42fd-b65c-8be0bec3abd5.txt
whitehaven,WHITEHAVEN,May 2025,May2025,2025-05,2025,5,PASIR PANJANG ROAD,05,RCR,Freehold,,01-05,01,05,538,1900,1023000,propertyforsale.com.sg,faf51c66-bda4-42fd-b65c-8be0bec3abd5.txt
whitehaven,WHITEHAVEN,January 2025,Jan2025,2025-01,2025,1,PASIR PANJANG ROAD,05,RCR,Freehold,,01-05,01,05,1151,1578,1818000,propertyforsale.com.sg,faf51c66-bda4-42fd-b65c-8be0bec3abd5.txt
whitehaven,WHITEHAVEN,November 2024,Nov2024,2024-11,2024,11,PASIR PANJANG ROAD,05,RCR,Freehold,,01-05,01,05,1054,1137,1200000,propertyforsale.com.sg,faf51c66-bda4-42fd-b65c-8be0bec3abd5.txt
whitehaven,WHITEHAVEN,September 2024,Sep2024,2024-09,2024,9,PASIR PANJANG ROAD,05,RCR,Freehold,,01-05,01,05,1657,1085,1800000,propertyforsale.com.sg,faf51c66-bda4-42fd-b65c-8be0bec3abd5.txt
whitehaven,WHITEHAVEN,May 2024,May2024,2024-05,2024,5,PASIR PANJANG ROAD,05,RCR,Freehold,,01-05,01,05,613,1838,1128000,propertyforsale.com.sg,faf51c66-bda4-42fd-b65c-8be0bec3abd5.txt
whitehaven,WHITEHAVEN,May 2024,May2024,2024-05,2024,5,PASIR PANJANG ROAD,05,RCR,Freehold,,01-05,01,05,635,1732,1100000,propertyforsale.com.sg,faf51c66-bda4-42fd-b65c-8be0bec3abd5.txt
whitehaven,WHITEHAVEN,April 2024,Apr2024,2024-04,2024,4,PASIR PANJANG ROAD,05,RCR,Freehold,,01-05,01,05,1054,1227,1295000,propertyforsale.com.sg,faf51c66-bda4-42fd-b65c-8be0bec3abd5.txt
