project_slug,project_name,sale_period,sale_month_year,sale_year_month,sale_year,sale_month,street_name,district,market_segment,tenure,lease_start,floor_range,floor_low,floor_high,floor_area_sqft,psf_sgd,sale_price_sgd,source_site,source_file
kent_ridge_hill,KENT RIDGE HILL RESIDENCES,September 2025,Sep2025,2025-09,2025,9,SOUTH BUONA VISTA ROAD,05,RCR,99 yrs lease,2018,01-05,01,05,731,1855,1358000,propertyforsale.com.sg,70c05ad5-2873-496d-87d3-e15f2844117f.txt
kent_ridge_hill,KENT RIDGE HILL RESIDENCES,September 2025,Sep2025,2025-09,2025,9,SOUTH BUONA VISTA ROAD,05,RCR,99 yrs lease,2018,01-05,01,05,645,1997,1290000,propertyforsale.com.sg,70c05ad5-2873-496d-87d3-e15f2844117f.txt
kent_ridge_hill,KENT RIDGE HILL RESIDENCES,August 2025,Aug2025,2025-08,2025,8,SOUTH BUONA VISTA ROAD,05,RCR,99 yrs lease,2018,01-05,01,05,645,2012,1300000,propertyforsale.com.sg,70c05ad5-2873-496d-87d3-e15f2844117f.txt
kent_ridge_hill,KENT RIDGE HILL RESIDENCES,August 2025,Aug2025,2025-08,2025,8,SOUTH BUONA VISTA ROAD,05,RCR,99 yrs lease,2018,01-05,01,05,645,1994,1288000,propertyforsale.com.sg,70c05ad5-2873-496d-87d3-e15f2844117f.txt
kent_ridge_hill,KENT RIDGE HILL RESIDENCES,July 2025,Jul2025,2025-07,2025,7,SOUTH BUONA VISTA ROAD,05,RCR,99 yrs lease,2018,01-05,01,05,775,2058,1595000,propertyforsale.com.sg,70c05ad5-2873-496d-87d3-e15f2844117f.txt
kent_ridge_hill,KENT RIDGE HILL RESIDENCES,July 2025,Jul2025,2025-07,2025,7,SOUTH BUONA VISTA ROAD,05,RCR,99 yrs lease,2018,01-05,01,05,785,1985,1560000,propertyforsale.com.sg,70c05ad5-2873-496d-87d3-e15f2844117f.txt
kent_ridge_hill,KENT RIDGE HILL RESIDENCES,July 2025,Jul2025,2025-07,2025,7,SOUTH BUONA VISTA ROAD,05,RCR,99 yrs lease,2018,01-05,01,05,785,1934,1520000,propertyforsale.com.sg,70c05ad5-2873-496d-87d3-e15f2844117f.txt
kent_ridge_hill,KENT RIDGE HILL RESIDENCES,July 2025,Jul2025,2025-07,2025,7,SOUTH BUONA VISTA ROAD,05,RCR,99 yrs lease,2018,01-05,01,05,516,2032,1050000,propertyforsale.com.sg,70c05ad5-2873-496d-87d3-e15f2844117f.txt
kent_ridge_hill,KENT RIDGE HILL RESIDENCES,June 2025,Jun2025,2025-06,2025,6,SOUTH BUONA VISTA ROAD,05,RCR,99 yrs lease,2018,01-05,01,05,484,1868,905000,propertyforsale.com.sg,70c05ad5-2873-496d-87d3-e15f2844117f.txt
kent_ridge_hill,KENT RIDGE HILL RESIDENCES,June 2025,Jun2025,2025-06,2025,6,SOUTH BUONA VISTA ROAD,05,RCR,99 yrs lease,2018,01-05,01,05,785,1985,1560000,propertyforsale.com.sg,70c05ad5-2873-496d-87d3-e15f2844117f.txt
kent_ridge_hill,KENT RIDGE HILL RESIDENCES,May 2025,May2025,2025-05,2025,5,SOUTH BUONA VISTA ROAD,05,RCR,99 yrs lease,2018,01-05,01,05,602,1576,950000,propertyforsale.com.sg,70c05ad5-2873-496d-87d3-e15f2844117f.txt
kent_ridge_hill,KENT RIDGE HILL RESIDENCES,May 2025,May2025,2025-05,2025,5,SOUTH BUONA VISTA ROAD,05,RCR,99 yrs lease,2018,01-05,01,05,882,1892,1670000,propertyforsale.com.sg,70c05ad5-2873-496d-87d3-e15f2844117f.txt
kent_ridge_hill,KENT RIDGE HILL RESIDENCES,May 2025,May2025,2025-05,2025,5,SOUTH BUONA VISTA ROAD,05,RCR,99 yrs lease,2018,01-05,01,05,775,2038,1580000,propertyforsale.com.sg,70c05ad5-2873-496d-87d3-e15f2844117f.txt
kent_ridge_hill,KENT RIDGE HILL RESIDENCES,May 2025,May2025,2025-05,2025,5,SOUTH BUONA VISTA ROAD,05,RCR,99 yrs lease,2018,01-05,01,05,516,1974,1020000,propertyforsale.com.sg,70c05ad5-2873-496d-87d3-e15f2844117f.txt
